"incident_id","category","subcategory","product","vendor","confidence_score","self_resolved","rationale","keywords_identified","root_cause_indicator","root_cause"
"INC47979392","EndpointManagement","Enrollment_Compliance","MDM/Intune","Microsoft","0.85","False","M365 Intune mobile access/setup maps to Intune MDM enrollment and configuration.","['M365', 'Intune', 'Mobile', 'Personal']","Configuration","Assistance needed to enroll and configure personal mobile device in Intune per company policies."
"INC47979337","Network","ConnectivityIssues","LOA/M&A Network Issues","","0.9","False","Explicitly tied to M&A context and tablet cannot connect to internet, matching LOA/M&A network issues.","['M&A', 'tablet', 'internet']","Infrastructure","Network provisioning/enablement during M&A causing connectivity issues on the tablet."
"INC47979414","ProcessInformational","OperationalEvents","Informational Ticket","","0.95","False","Self-service ticket states information-only with no support needed.","['Self-Service', 'Information ticket']","Unknown","Informational ticket; no incident to resolve."
"INC47979315","Hardware","PeripheralMalfunction","Monitor","","0.9","False","External monitors intermittently going blank indicates a monitor/peripheral malfunction.","['FLW', 'external monitors', 'blank every 5 seconds']","Infrastructure","Intermittent video signal likely due to faulty/loose cable or docking station issue affecting monitors."
"INC47979422","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Explicitly states no help desk support needed and self-resolved.","['self-resolved']","Unknown","Issue resolved by user; no details provided."
"INC47979378","ProcessInformational","OperationalEvents","Informational Ticket","","0.78","False","HR Help Desk general information/troubleshooting indicates an informational or guidance request rather than a specific technical issue.","['HR Help Desk', 'General Information', 'Troubleshooting']","Unknown","Informational/helpdesk inquiry rather than an incident."
"INC47979477","ProcessInformational","OperationalEvents","User Self-Resolved","","0.96","True","Ticket states no help desk support needed and self-resolved.","['self-resolved', 'no support needed']","User_Error","User corrected the issue without assistance."
"INC47979330","UserAccessAuthentication","IdentityAccess","MFA/SSO Issues","","0.8","False","Unable to log in to Optum Secure Visits+ suggests an authentication/SSO problem.","['Optum Secure Visits+', 'Unable to Log In']","Security","Authentication failure (likely SSO/MFA) to Optum Secure Visits+."
"INC47979492","ProcessInformational","OperationalEvents","User Self-Resolved","","0.96","True","Ticket states no help desk support needed and self-resolved.","['self-resolved', 'no support needed']","User_Error","User corrected the issue without assistance."
"INC47979496","ProcessInformational","OperationalEvents","User Self-Resolved","","0.96","True","Ticket states no help desk support needed and self-resolved.","['self-resolved', 'no support needed']","User_Error","User corrected the issue without assistance."
"INC47979450","UserAccessAuthentication","IdentityAccess","Account Lockout","","0.95","False","""Unlock MS Domain Password"" indicates a locked domain account requiring unlock.","['Unlock', 'MS Domain', 'Password']","Security","MS domain account locked due to failed login attempts or policy."
"INC47979556","ProcessInformational","OperationalEvents","User Self-Resolved","","0.96","True","Ticket states no help desk support needed and self-resolved.","['self-resolved', 'no support needed']","User_Error","User corrected the issue without assistance."
"INC47979468","UserAccessAuthentication","IdentityAccess","MFA/SSO Issues","","0.75","False","UNET unable to login is most consistent with an authentication/SSO problem.","['UNET', 'Unable to login']","Security","Authentication failure (likely SSO/MFA) to UNET."
"INC47979451","ProcessInformational","OperationalEvents","Informational Ticket","","0.85","False","""Atrius Health Support Information"" is an informational request rather than a technical incident.","['Atrius Health', 'Support Information']","Unknown","Request for support information rather than a technical issue."
