in_id,brief_description,opened_at,closed_at,action,resolution,ai_l4,ai_l4_confidence,ai_l4_resolution_action,ai_l4_actionable,ai_l4_actionability_reason,ai_l4_rationale,category,subcategory,product,confidence_score,rationale,keywords_identified,self_resolved,root_cause_indicator
INC48730646,No Help Desk support needed: self-resolved,2026-03-03 11:21:27,2026-03-03 11:21:29,System auto reboot during log in before my shift.,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Incident explicitly states ""self-resolved""; categorized as informational operational event.","['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48743165,No Help Desk support needed : self-resolved,2026-03-03 22:15:49,2026-03-03 22:15:50,main menu,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket indicates self-resolved; classify as User Self-Resolved informational event.,"['Self-resolved', 'No Help Desk support needed']",True,User_Error
INC48729586,No Help Desk support needed: self-resolved,2026-03-03 10:53:25,2026-03-03 10:53:28,genesys is not working,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Explicitly marked as self-resolved with no Help Desk support needed.,"['self-resolved', 'no help desk support']",True,Unknown
INC48706538,No Help Desk support needed: self-resolved,2026-03-02 11:55:28,2026-03-02 11:55:30,"VPN would not connect, had to restart.",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Explicitly marked as 'No Help Desk support needed: self-resolved'.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48705746,No Help Desk support needed: self-resolved,2026-03-02 11:34:26,2026-03-02 11:34:28,CALL DROPPED,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly states 'No Help Desk support needed: self-resolved'.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48739548,No Help Desk support needed: self-resolved,2026-03-03 15:54:23,2026-03-03 15:54:25,error in icue,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Marked as self-resolved and needs no Help Desk support.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48721948,No Help Desk support needed: self-resolved,2026-03-03 07:12:39,2026-03-03 07:12:41,Call Dropped was reported for call: 8283721980,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket notes self-resolved; no troubleshooting required.,"['self-resolved', 'informational']",True,User_Error
INC48713706,No Help Desk support needed : self-resolved,2026-03-02 15:21:27,2026-03-02 15:21:29,please delete a folder for my file explorer that needs admin privileges,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Explicitly marked self-resolved; no help desk support needed.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48714236,No Help Desk support needed: self-resolved,2026-03-02 15:40:23,2026-03-02 15:40:25,Call Dropped was reported for call: 4789872578,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,No Help Desk support needed; user resolved issue.,[],True,
INC48703516,No Help Desk support needed: self-resolved,2026-03-02 10:36:35,2026-03-02 10:36:37,maestro issue,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48723094,No Help Desk support needed: self-resolved,2026-03-03 07:59:07,2026-03-03 07:59:09,GHOST CALL,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Self-resolved ticket maps directly to OperationalEvents > User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48731811,No Help Desk support needed: self-resolved,2026-03-03 11:53:19,2026-03-03 11:53:21,SPIRE ISSUE,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Clear indication that the incident was self-resolved and no help desk support was needed.,"['self-resolved', 'No Help Desk support needed']",True,User_Error
INC48709595,No Help Desk support needed: self-resolved,2026-03-02 13:18:29,2026-03-02 13:18:31,ANI: 2254611799 MBR ID: 726462 NAME: billy rodriguez  DOB:  CONCERN:  notes : mm provide her mm id and here name but was about to verify the mm id number / but call was dropped suddenly / reported the problem / created a ticket  Call Dropped was reported for call: 2254611799,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,"Ticket explicitly states no help desk support needed and self-resolved, which maps to informational/operational event.","['self-resolved', 'no help desk support needed']",True,Unknown
INC48742376,No Help Desk support needed: self-resolved,2026-03-03 19:30:44,2026-03-03 19:30:45,INtradiem did not update my break due to a long call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states self-resolved; no help desk support needed.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48710170,No Help Desk support needed: self-resolved,2026-03-02 13:34:14,2026-03-02 13:34:17,vpn issue,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48708109,No Help Desk support needed: self-resolved,2026-03-02 12:38:04,2026-03-02 12:38:06,after loading the member info error message pop up  provider info doesn't load every time I pull it up the provider info error message appear We hit a snag. Criteria has yielded too many results to display. Refine your search criteria by adding State & Zip Code.done bts still the same,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket explicitly says no Help Desk support needed and self-resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48717931,No Help Desk support needed: self-resolved,2026-03-02 22:11:55,2026-03-02 22:11:57,MISDIRECTED CALL: RCVD: 3:17PM MST UHC REP W/ FL MEDICARE MBR. PROVIDED & TRANSFERRED TO CORRECT LOB.,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket states no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48710800,No Help Desk support needed : self-resolved,2026-03-02 13:52:14,2026-03-02 13:52:16,push,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Marked as self-resolved with no support needed; fits informational operational event.,"['self-resolved', 'no Help Desk support needed']",True,Unknown
INC48728233,No Help Desk support needed: self-resolved,2026-03-03 10:18:43,2026-03-03 10:18:45,The call got disconnected / Network Issues / Using Dock,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket explicitly states self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48708933,No Help Desk support needed: self-resolved,2026-03-02 13:01:34,2026-03-02 13:01:36,"We hit a snag. ""Unexpected Error Occurred in the Policies Card. Please try again. If problem persists please contact the help desk."" having error message upon pulling up info// did BTS - same issue, advised supervisor",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Marked self-resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48723329,No Help Desk support needed: self-resolved,2026-03-03 08:04:59,2026-03-03 08:05:01,"Citrix issue, system outage need ticket",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly states self-resolved; no support needed.,"['self-resolved', 'no help desk support']",False,Unknown
INC48695410,No Help Desk support needed: self-resolved,2026-03-02 06:55:32,2026-03-02 06:55:34,genesys error while on call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Self-resolved per ticket; informational.,"['self-resolved', 'no help desk support']",True,Unknown
INC48695705,No Help Desk support needed: self-resolved,2026-03-02 07:09:18,2026-03-02 07:09:20,GENESYS UNRESPONSIVE - KEEPS LOADING CAUSES DELAY ON LOGGING IN,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket states self-resolved.,[],True,Unknown
INC48732691,No Help Desk support needed: self-resolved,2026-03-03 12:18:49,2026-03-03 12:18:51,lost connection due to power interruption in our area,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket explicitly states self-resolved; no support needed.,['self-resolved'],True,Unknown
INC48738659,No Help Desk support needed: self-resolved,2026-03-03 15:21:59,2026-03-03 15:22:01,"system issue for march 2, 2026",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly indicates no help desk support needed and self-resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48644064,Secure - Knowledge Solution Not Found or Does Not Exist,2026-02-26 08:24:53,2026-03-02 12:17:31,"One of my managers is out on PTO for 2 weeks and I need to remove the report user group from the service now/enterprise now application for Neeko Beahan,  Employee number 900061668","Per Williams request, I have set him as a delegate for MARGARET C HETTERICK-SMITH which will enable him to submit a Secure request for her direct reports.",access_permission_granted_or_requested,0.84,Set user as a delegate for manager to enable submitting a Secure request on her behalf.,True,Resolution involved granting delegated permissions to perform requests.,"The analyst set the requester as a delegate for a manager so they could submit Secure requests for her direct reports. This is an access/permissions change, fitting 'access_permission_granted_or_requested'.",ProcessInformational,Application/Service,Documentation Request,0.6,"""Knowledge Solution Not Found or Does Not Exist"" indicates a documentation/knowledge gap rather than a technical failure.","['Knowledge Solution Not Found', 'Secure']",False,Unknown
INC48724738,No Help Desk support needed: self-resolved,2026-03-03 08:47:35,2026-03-03 08:47:37,Genesys issue,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket states no help desk support needed and self-resolved.,"['self-resolved', 'no support needed']",True,Unknown
INC48732390,No Help Desk support needed: self-resolved,2026-03-03 12:09:19,2026-03-03 12:09:21,disconnectd call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no Help Desk support needed and self-resolved.,"['self-resolved', 'no help desk']",True,Unknown
INC48709181,No Help Desk support needed: self-resolved,2026-03-02 13:08:15,2026-03-02 13:08:17,"Ghost call onset of the call. ghost spiel delivered, released Call ; Dead Air was reported for call:  Dead Air was reported for call: 4694664942  ,Called ani: 4694664942  RINGING , NO ANSWER. No option for VM MEMBER ID:   no cti pop         ANI: 4694664942  Unique Call ID:   MODALITY:  WAH SPEEDTEST: Ping 433 ms  Jitter 1.62 ms Download 85.3Mbps Upload 106Mbps",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Description states no Help Desk support needed and issue was self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48734307,No Help Desk support needed: self-resolved,2026-03-03 13:08:09,2026-03-03 13:08:11,call dropped,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Incident explicitly states 'self-resolved'; classified as informational user self-resolved event.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48730081,No Help Desk support needed: self-resolved,2026-03-03 11:06:01,2026-03-03 11:06:03,power outage from 8:59 am-9:46 am cst,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Self-resolved noted; informational.,['self-resolved'],True,Unknown
INC48714626,No Help Desk support needed: self-resolved,2026-03-02 15:55:05,2026-03-02 15:55:07,"CALLS DISCONNECTED DUE TO AVAYA ISSUE, SYSTEM ERROR, CITRIX GLITCH,. RONA CALLS, MULTIPLE GHOST CALLS DUE TO VOICE ISSUE",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket states no Help Desk support needed and self-resolved.,"['self-resolved', 'no Help Desk support needed']",True,User_Error
INC48700327,OneNote - Unable to Locate or Open OneNote Notebook on Replacement Computer,2026-03-02 09:16:57,2026-03-02 09:31:47,I need my onenote in the new computer,Open and access OneNote notebooks from One drive,,,,,,,EmailCollaboration,User Training,OneDrive Sync,0.82,OneNote notebooks are typically stored in OneDrive/SharePoint; issue on a replacement computer suggests OneDrive/OneNote account not signed in or sync not configured.,"['OneNote', 'replacement computer', 'unable to locate/open', 'notebook']",False,Change_Related
INC48700695,No Help Desk support needed: self-resolved,2026-03-02 09:26:27,2026-03-02 09:26:29,slow loading genesys,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket states self-resolved; no help desk action required.,['self-resolved'],True,Unknown
INC48740720,No Help Desk support needed: self-resolved,2026-03-03 16:44:25,2026-03-03 16:44:27,"ani -2547769775 ani-3612002555 /ani -2145327993,8596557845,6464536777,8563552000, 9732415964 /ANI -3158025010,4072719552, ANI-2068219688/ Citrix interrupted and call dropped due to lost connection /",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no Help Desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48727116,No Help Desk support needed: self-resolved,2026-03-03 09:49:33,2026-03-03 09:49:35,connection issue,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Explicitly states no Help Desk support needed and self-resolved.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48702569,No Help Desk support needed: self-resolved,2026-03-02 10:12:08,2026-03-02 10:12:10,ghost call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Title explicitly states no Help Desk support needed and issue self-resolved; maps to ProcessInformational > OperationalEvents > User Self-Resolved.,"['self-resolved', 'no help desk']",True,User_Error
INC48714682,No Help Desk support needed: self-resolved,2026-03-02 15:57:03,2026-03-02 15:57:05,BLACK SCREEN,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket states self-resolved; aligns with User Self-Resolved classification.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48703868,No Help Desk support needed : self-resolved,2026-03-02 10:45:37,2026-03-02 10:45:39,download the software in the laptop,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no Help Desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48714951,No Help Desk support needed: self-resolved,2026-03-02 16:06:46,2026-03-02 16:06:48,genesys issue: internet issue,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states self-resolved; no support needed.,['self-resolved'],True,Unknown
INC48735505,No Help Desk support needed: self-resolved,2026-03-03 13:42:43,2026-03-03 13:42:45,PROVIDER  STATED  MY SOUND IS NOT GOOD,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states 'No Help Desk support needed: self-resolved.',"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48703197,No Help Desk support needed: self-resolved,2026-03-02 10:28:18,2026-03-02 10:28:21,SYSTEM ISSUE,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Explicitly marked as self-resolved with no help desk support needed.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48739001,Informational - Submit a Documentation Only Ticket,2026-03-03 15:34:13,2026-03-03 22:13:26,"No account pulled up | No valid response | No assistance provided | GHOST CALL ANI: 9135624700 Mem Name: NA Issue Type: Ghost call When to File: Immediately Mandatory Data: opening spiel, yet no response | did ghost spiel Unique Call ID: 00099500471772572967 Work Setup: RTO Dead Air was reported for call: 9135624700 Ticket: INC48732959 | EOC",Ghost Call/Dead air.,,,,,,,ProcessInformational,User Training,Informational Ticket,0.88,Described as 'Informational - Submit a Documentation Only Ticket'; best fits Informational Ticket under OperationalEvents.,"['informational', 'documentation only']",False,Unknown
INC48712471,No Help Desk support needed: self-resolved,2026-03-02 14:43:26,2026-03-02 14:43:28,ghost call // 00067366741772479250,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,"Ticket explicitly states no Help Desk support needed and self-resolved, which maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48714083,No Help Desk support needed: self-resolved,2026-03-02 15:35:02,2026-03-02 15:35:04,CALLER IS NOT ABLE TO HERE MY VOICE AND I ALSO CANT HERE THE CALLER VOICE AND HUNG UP THE CALL,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Self-resolved ticket; operational informational event.,['self-resolved'],True,User_Error
INC48704224,Documentation-Only Ticket,2026-03-02 10:54:22,2026-03-02 11:00:33,"My computer was going extremely slow and taking like.
In seconds between when I click something and actually do what I clicked on.",Documentation-Only Ticket,,,,,,,ProcessInformational,User Training,Documentation Request,0.95,Ticket explicitly labeled as documentation-only.,['Documentation-Only Ticket'],False,Unknown
INC48733237,No Help Desk support needed: self-resolved,2026-03-03 12:35:45,2026-03-03 12:35:48,"Call came in, no one there, ghost call, restarted Maestro and Genesis",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Marked as self-resolved with no Help Desk support required; aligns with User Self-Resolved informational event.,"['self-resolved', 'No Help Desk support needed']",True,User_Error
INC48705698,No Help Desk support needed: self-resolved,2026-03-02 11:33:08,2026-03-02 11:33:10,GHC,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket states self-resolved; no assistance needed.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48706853,No Help Desk support needed: self-resolved,2026-03-02 12:03:31,2026-03-02 12:03:33,ghostcall,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket explicitly states self-resolved and no support needed.,"['self-resolved', 'no help desk support']",True,Unknown
INC48708863,No Help Desk support needed: self-resolved,2026-03-02 12:59:21,2026-03-02 12:59:22,CALL DISCONNECTED,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Explicitly marked self-resolved with no Help Desk needed.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48740940,MyHR - Unable to Access,2026-03-03 16:58:07,2026-03-03 17:18:48,"Yeah, I've been trying to log into the Sparq app so I can access my pay stubs, but it's umm, the optic. The authenticator is not working. Yeah, I have a new device.",- Advised user to login again to MyHR and use the MFA on the old device.,,,,,,,UserAccessAuthentication,User Training,MFA/SSO Issues,0.75,MyHR is an HR portal typically accessed via SSO; 'Unable to Access' implies SSO/MFA access issue.,"['MyHR', 'Unable to Access']",False,Unknown
INC48738687,No Help Desk support needed: self-resolved,2026-03-03 15:22:56,2026-03-03 15:22:58,power outage,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket explicitly states self-resolved; mapped to ProcessInformational > OperationalEvents > User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,User_Error
INC48732577,No Help Desk support needed: self-resolved,2026-03-03 12:15:19,2026-03-03 12:15:21,"kotla d/ BAPTIST HEALTHCARE SYSTEM, INC./vphi/npi-1306925540/claims/dos-07/30/25/ba$18216.11/cn- 25226321604/dn dte- 09/19/25/med rec sent and recd under the dh- 177698210/clm was sent for reprocess/under the reff- 260217-00055513/clm is still under review only/wihile speaking with proc there is no response call was dropped/ani- 9492035159 cert-C29988989 dte 03/03/26 11.23am/",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Incident explicitly states no help desk support needed and was self-resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48697046,No Help Desk support needed: self-resolved,2026-03-02 07:54:17,2026-03-02 07:54:19,ghost call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states self-resolved; no help desk assistance required.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48732792,No Help Desk support needed: self-resolved,2026-03-03 12:21:22,2026-03-03 12:21:24,laptop restart system update,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket states self-resolved; no support needed.,['self-resolved'],True,Unknown
INC48734983,print and opening word,2026-03-03 13:27:18,2026-03-03 13:38:14,print and opening word,Smart Spot Closure,,,,,,,Software,,Other,0.6,"Issues with printing and opening Word suggest software/application usage/errors; details are ambiguous between printer hardware vs. app, so categorized under application errors (Other).",[],False,Unknown
INC48742081,No Help Desk support needed: self-resolved,2026-03-03 18:46:25,2026-03-03 18:46:27,CALLS GOT DROPPED DUE TO HARD AVAYA ISSUE,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'no help desk support needed', 'informational']",True,Unknown
INC48726655,No Help Desk support needed: self-resolved,2026-03-03 09:36:08,2026-03-03 09:36:10,WAT closes on it's own,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Explicitly self-resolved; matches User Self-Resolved product.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48717511,No Help Desk support needed: self-resolved,2026-03-02 20:42:07,2026-03-02 20:42:09,HAD CALLS WORKING FINE//NO ISSUE WITH INTERNET//BUT CALLER CANNOT HEAR//NOT ON AUTO MUTE OR STEADY MUTE//,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Self-resolved per ticket; qualifies as an informational operational event.,['self-resolved'],True,Unknown
INC48730211,No Help Desk support needed: self-resolved,2026-03-03 11:09:11,2026-03-03 11:09:13,tools latency,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Marked self-resolved; categorized accordingly under OperationalEvents.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48732426,No Help Desk support needed: self-resolved,2026-03-03 12:10:44,2026-03-03 12:10:46,"When on a call computer would freeze and not able to do anything and was not responding, so I opened task manager and ended Microsoft edge and reopened and everything would work fine. Happened with 2 different calls. Then when on a call heard sound of notifications but no notification popped up and computer would freeze for a few seconds, and call was silent like the call dropped then the computer would allow me to continue and could hear shuffling from member and then went silent and when I tried to acknowledge the caller they could not hear me. Disconnected headset from docking station and plugged back in and member could hear me. Happened a second time not soon after on the same call. Supervisor advised restarting computer. Did get notification close to end of call that computer needed to restart so I snoozed while on the call. After call and break restarted computer at 11:33am CST and it did go through an update and went back into ready at 11:54am CST.",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no Help Desk support needed and self-resolved.,"['self-resolved', 'no help desk']",True,Unknown
INC48737473,No Help Desk support needed: self-resolved,2026-03-03 14:43:04,2026-03-03 14:43:05,Call Dropped was reported for call: 3105360218,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,No support needed and self-resolved; matches User Self-Resolved product.,"['self-resolved', 'no help desk support']",True,User_Error
INC48714696,No Help Desk support needed : self-resolved,2026-03-02 15:57:50,2026-03-02 15:57:53,internet outage,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states self-resolved; fits ProcessInformational > OperationalEvents > User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48707374,No Help Desk support needed: self-resolved,2026-03-02 12:17:55,2026-03-02 12:17:57,Dead Air was reported for call: 2053505032,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket explicitly states no help desk support needed and issue self-resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48651712,Resend auth MJQVPH-01 to UNET,2026-02-26 11:57:24,2026-03-02 02:09:37,Resend auth MJQVPH-01 to UNET.,"MJQVPH is updated at TOPS and UNET ARI.

Please check and let me know for any concerns.

Thank You!!",,,,,,,IntegrationDataMovement,,278 Prior Auth,0.85,"""Resend auth ... to UNET"" suggests a prior authorization (278) EDI transaction needing retransmission to UNET.","['Resend auth', 'UNET', 'authorization', 'EDI', '278']",False,Data_Issue
INC48701544,No Help Desk support needed : self-resolved,2026-03-02 09:47:07,2026-03-02 09:47:09,password issues,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,User_Error
INC48730318,No Help Desk support needed: self-resolved,2026-03-03 11:12:21,2026-03-03 11:12:23,call came in no auto answer knocked me into not ready had to reset phones,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Marked as self-resolved; no Help Desk support needed; aligns with User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48674927,Informational,2026-02-27 12:05:21,2026-03-03 04:30:39,cant pull up policy. it's just loading,"User not responded on email, hence moving ticket to withdrawn",,,,,,,ProcessInformational,,Informational Ticket,0.95,Incident labeled 'Informational' maps to Informational Ticket.,['Informational'],False,Unknown
INC48714139,No Help Desk support needed: self-resolved,2026-03-02 15:37:16,2026-03-02 15:37:18,"john/SERENDIPITOUS PATH, PLLC/vphi/npi: 1326852401/claim/dos: 020226/ba$150/ccn: 26040269504/rcv date: 09-Feb-2026/process date: 021226/processed at the in-network level of benefits/no plan paid/pt resp: $110.30 apply to ded/dos: 021626/ba$150/ccn: 26050429001/rcv date: 02926/process ate: 022326/end",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.96,Ticket explicitly states no help desk support needed and self-resolved; this maps to an informational operational event where the user resolved the issue.,"['self-resolved', 'No Help Desk support needed']",True,User_Error
INC48713836,No Help Desk support needed: self-resolved,2026-03-02 15:26:27,2026-03-02 15:26:28,call disconected,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Explicitly self-resolved; fits User Self-Resolved classification.,[],True,User_Error
INC48735270,No Help Desk support needed: self-resolved,2026-03-03 13:35:39,2026-03-03 13:35:41,933 hst call came in caller could not hear me read unresponisve caller script,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly states self-resolved; no Help Desk support needed.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48739724,No Help Desk support needed: self-resolved,2026-03-03 16:01:22,2026-03-03 16:01:24,Genesys Issue,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'no help desk']",True,Unknown
INC48722596,No Help Desk support needed: self-resolved,2026-03-03 07:39:39,2026-03-03 07:39:41,"Need laptop restart. Alert saying ""Realtek Audio Driver 6.0.9844.0 installation in progress. During installation, a Command Prompt window will open. Please do not close it until the installation is complete. Closing this window will cause the installation to fail."" // RTO - Alabang",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,"Ticket explicitly states no Help Desk support needed and self-resolved, which maps to informational user self-resolved.","['self-resolved', 'no help desk support']",True,User_Error
INC48732364,No Help Desk support needed: self-resolved,2026-03-03 12:08:40,2026-03-03 12:08:42,Error,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Self-resolved; no support required.,[],True,Unknown
INC48722502,No Help Desk support needed : self-resolved,2026-03-03 07:36:02,2026-03-03 07:36:04,Blake login restart required,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Explicitly notes no support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,User_Error
INC48739240,No Help Desk support needed: self-resolved,2026-03-03 15:43:03,2026-03-03 15:43:05,Had to restart PC due to internet issue.,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Description indicates self-resolved; categorize as OperationalEvents > User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48738419,No Help Desk support needed: self-resolved,2026-03-03 15:13:41,2026-03-03 15:13:43,update,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly says no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48740781,No Help Desk support needed: self-resolved,2026-03-03 16:48:31,2026-03-03 16:48:33,"Brief Issue: call came in member wanted to get id card, tried to help them get digital id card but walkthru login website, but call got disconnected when member is trying to reset password, no cb at this time AHOD ANI: 5124272419 Call ID: 00067216881772577639 Work Setup: RTO",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Ticket explicitly states no help desk support needed and self-resolved, matching ProcessInformational > OperationalEvents > User Self-Resolved.",[],False,
INC48705871,No Help Desk support needed: self-resolved,2026-03-02 11:38:06,2026-03-02 11:38:08,"Genesys was reconnecting, call got disconnected.",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Explicitly self-resolved; no help desk required.,"['self-resolved', 'no help desk support']",True,Unknown
