in_id,assignment,first_assignment_group,brief_description,opened_at,closed_at,action,resolution,update_action_ess,uh_ess_errormsg,update_action,comments,uh_monitoring_notes,ai_l1,ai_l2,ai_l3,vendor,ai_confidence,ai_self_resolved,ai_rationale,ai_keywords,ai_root_cause_indicator,ai_root_cause
INC47978716,TSC HELP DESK - SPT,CLINICAL SUPPORT CENTER - DSK,Cannot Connect to VPN or Internet / Network (Cisco) on Windows,2026-01-23 05:05:25,2026-01-23 05:07:40,I have the same issue that I've been having for the last two weeks. I just can't connect to the Internet.,end csc_ui.exe via task manager,I have the same issue that I've been having for the last two weeks. I just can't connect to the Internet.,unable to connect to the network vpn,"01/23/2026 05:08:55 - ROWENALDINE LAUDEREZ (Work notes)
Call Summarization from IM:
^UUID: 025CVAKOO4CE11PB3NFKI2LAES075ALV^
""Last 4 of SSN and EID verified through USP""
Summary:
- Product/Features/Services: Cisco Secure Client VPN connection
- Issue/Issues: Unable to connect to the Internet via VPN
- Troubleshooting: 
  - Verified caller's employee ID and social security number for authentication
  - Asked caller to check the error message on the Cisco Secure Client
  - Instructed caller to check Wi-Fi connection and ensure they are connected
  - Guided caller to right-click on the Wi-Fi icon and select ""forget"" to re-enter the password
  - Advised caller to open Task Manager to terminate the Cisco Secure Client process
  - Generated a session key for Bomgar access
  - Confirmed the status of the Cisco Secure Client and ensured it was loading properly
- Resolution: The caller was guided to reconnect to the Wi-Fi and restart the Cisco Secure Client, resolving the Internet connection issue.

01/23/2026 05:07:40 - ROWENALDINE LAUDEREZ (Work notes)

Knowledge article KB0109070: 
Cannot Connect to VPN or Internet / Network (Cisco) on Windows

01/23/2026 05:05:25 - ROWENALDINE LAUDEREZ (Additional comments)
I have the same issue that I've been having for the last two weeks. I just can't connect to the Internet.

01/23/2026 05:05:25 - ROWENALDINE LAUDEREZ (Work notes)
Incident created from Interaction IMS1408593",Used for services not defined in ServiceNow,Not a defined Service that can be monitored.,Network,VPN_RemoteAccess,Cisco Secure,Cisco,0.8,False,User cannot connect to VPN; mention of Cisco indicates Cisco Secure VPN client. Fits Network > VPN_RemoteAccess > Cisco Secure.,"['VPN', 'Cisco', 'Windows', 'cannot connect']",Infrastructure,Cisco Secure VPN tunnel failing due to underlying network connectivity issues.
INC47978476,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK SELF-SERVICE,MSBUILD.EXE Access in Ivanti Application Control,2026-01-23 04:28:56,2026-01-23 05:13:17,Getting @esbuild error while trying to do npm install,Guided the caller to raise a request for admin access through the secure,Getting @esbuild error while trying to do npm install,Unauthorized software,"01/23/2026 05:12:40 - THILAGESWARAN P (Work notes)
^UUID: 01QQELNTNGCDJFTPTFOHO2LAES07HQTK^
Summary:
- Product/Features/Services: NPM install and Visual Studio application
- Issue/Issues: Unauthorized software error during NPM install
- Troubleshooting: 
  - Verified caller's last 4 of SSN and verified last 4 of laptop serial number in USP
  - Checked existing ticket for the issue
  - Confirmed the caller was working from home on a wireless network
  - Requested remote access to the caller's system via Bomgar
  - Provided session key for remote access
  - Instructed the caller to run the application with admin privileges
  - Guided the caller to raise a request for admin access through the secure platform
  - Explained the process for submitting the request and tracking its status
  - Advised on how to run applications with admin privileges after approval
- Resolution: Instructed the caller to submit a request for admin access to resolve the unauthorized software error and provided guidance on running applications with the necessary privileges. The ticket will be closed after 5 business days if no further issues arise.

01/23/2026 05:07:42 - THILAGESWARAN P (Work notes)

Knowledge article KB0104216: 
MSBUILD.EXE Access in Ivanti Application Control","Used to control various security measures on Optum supported workstations, such as white/blacklisting, rights elevations, and other privileges and restrictions.",,EndpointManagement,Enrollment_Compliance,Policy Enforcement,Ivanti,0.75,False,Access to MSBUILD.EXE controlled by Ivanti Application Control suggests a policy enforcement issue. Fits EndpointManagement > Enrollment_Compliance > Policy Enforcement.,"['Ivanti', 'Application Control', 'MSBUILD.EXE', 'access']",Configuration,Ivanti Application Control policy blocking MSBUILD.EXE execution.
INC47978761,TSC SELF SERVICE,TSC SELF SERVICE,Request for Help Desk support,2026-01-23 05:11:38,2026-01-23 05:13:44,VPN issue on Mac,Withdrawn,VPN issue on Mac,,"01/23/2026 05:13:44 - MAX VIRTUAL ASSISTANT - POWER PLATFORM Integration (Additional comments)
client requested to withdraw this issue",,,EndUserSupport,SupportRequests,Service Requests,,0.8,False,Generic request for help desk support aligns with service request under EndUserSupport.,"['help desk', 'support', 'request']",Unknown,User requires general assistance; no specific technical issue provided.
INC47978762,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Microsoft Authenticator - Register Microsoft Authenticator or SMS for MFA,2026-01-23 05:11:42,2026-01-23 05:15:01,mobile number change in MFA,Helped with mfa setup,mobile number change in MFA,mobile number change in MFA,"01/23/2026 05:15:01 - V RAJ (Work notes)
Call Summarization from IM:
^UUID: 00LPC0NVOKCDJ4F90BRHO2LAES079L7A^
Summary:
- Product/Features/Services: VSS portal for personal information updates
- Issue/Issues: Caller unable to change mobile number due to VSS portal not working
- Troubleshooting: 
  - Collected last 4 digits of SSN and DOJ
  - Verified caller's previous and current mobile numbers
  - Requested remote access via Bomgar
  - Guided caller to open the portal and change details
  - Assisted caller in entering new mobile number and obtaining verification code
  - Confirmed successful update of personal information
- Resolution: Caller successfully updated their mobile number in the VSS portal and was informed about the creation of tickets for MFA setup and mobile number update.

01/23/2026 05:13:14 - V RAJ (Work notes)

Knowledge article KB0147955: 
Microsoft Authenticator - Register Microsoft Authenticator or SMS for MFA

01/23/2026 05:11:42 - V RAJ (Work notes)
Incident Caller Cloned from INC47978735",Multi-factor authentication used with Azure Active Directory,"5/18/23 ehilton1
BASE - TIG stack (telegraf, influx, Grafana)
FDI - Powershell script developed by Shikha Gupta (Gagan Kapahi's team)
VF - Powershell script developed by Shikha Gupta (Gagan Kapahi's team)

8/19/22 ehilton1
The TIG stack (telegraf, influx, Grafana) is in place or host level metrics.

10/13/21 mwils26
A previous Priority Change Request, RITM1741381 was opened.  The monitoring task was closed because of lack of response.",UserAccessAuthentication,IdentityAccess,MFA/SSO Issues,Microsoft,0.95,False,Registering Microsoft Authenticator or SMS for MFA clearly maps to identity access MFA issues.,"['Microsoft Authenticator', 'SMS', 'MFA', 'register']",Security,MFA method not enrolled; user needs to register Microsoft Authenticator or SMS.
INC47978689,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Insomnia - General Information and Troubleshooting,2026-01-23 05:01:55,2026-01-23 05:15:47,insomnia application,- Resolution: The caller was advised to install the Insomnia application as an alternative to Postman and was assisted in requesting the necessary access for using the application.,,General Information and Troubleshooting,"01/23/2026 05:15:47 - PALAVAI REDDY (Work notes)
^UUID: 00DTE77R5OCDJ4LO13RHO2LAES079LDA^
Summary:
- Product/Features/Services: Postman application for API testing
- Issue/Issues: Postman application not working after laptop crash
- Troubleshooting: 
  - Confirmed the last 4 digits of SSN number and the vendor name from USP
  - Informed the caller that the Postman application has been sunset and is no longer supported
  - Suggested the caller check with their supervisor or coach for access to the application
  - Advised the caller to check the App Store for the Postman application
  - Recommended installing the Insomnia application as an alternative
  - Assisted the caller in accessing Bomgar for remote support
  - Helped the caller initiate the installation of the Insomnia application
  - Checked the caller's access for ASAM Developer elevation
  - Guided the caller to request the necessary access from their manager
- Resolution: The caller was advised to install the Insomnia application as an alternative to Postman and was assisted in requesting the necessary access for using the application.

01/23/2026 05:04:16 - PALAVAI REDDY (Work notes)

Knowledge article KB0150642: 
Insomnia - General Information and Troubleshooting","Kong Insomnia is a collaborative API development platform that enables API developers and consumers to design, debug, and test APIs. Insomnia combines an easy-to-use interface with advanced functionality like authentication helpers, code generation, and environment variables to streamline the design, debug and testing of API for teams of developers.",,EndUserSupport,SupportRequests,Application Usage Questions,,0.7,False,Insomnia general information and troubleshooting suggests user guidance on application usage.,"['Insomnia', 'information', 'troubleshooting']",User_Error,User needs guidance on using Insomnia REST client features.
INC47978865,TSC HELP DESK - SPT,TSC HELP DESK - SPT,No Help Desk support needed: self-resolved,2026-01-23 05:26:26,2026-01-23 05:26:27,VPN would not connect,Closed by Caller,VPN would not connect,,,,,ProcessInformational,OperationalEvents,User Self-Resolved,,0.95,True,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'no help desk']",Unknown,Issue resolved by user without assistance.
INC47978791,CLINICAL SUPPORT CENTER - DSK,CLINICAL SUPPORT CENTER - DSK,Hardware - External Monitor is not coming on,2026-01-23 05:17:03,2026-01-23 05:36:48,the monitors are not showing the one that was attached to the laptop,perform hard reboot for laptop and docking station wait for 5 mins before trying again,the monitors are not showing the one that was attached to the laptop,Hardware - External Monitor is not coming on,"01/23/2026 05:37:45 - KHATTLYN SOUZA (Work notes)
Call Summarization from IM:
^UUID: 025CVAKOO4CE11PB3NFKI2LAES075ANP^
Summary:
- Product/Features/Services: Docking station and external monitors
- Issue/Issues: Monitors attached to the laptop not displaying anything
- Troubleshooting: IVR Verified 
  - Checked if the docking station was lit up
  - Performed a hard reboot of the laptop
  - Ensured the docking station was turned off and unplugged from electricity
  - Waited for 5 minutes before reconnecting the docking station
  - Checked connections and cables of the docking station
  - Interchanged monitor connections to troubleshoot the issue
  - Reset the docking station by turning it off and unplugging it
- Resolution: The monitors are now functioning properly after resetting the docking station and ensuring all connections were secure.

01/23/2026 05:21:23 - KHATTLYN SOUZA (Work notes)

Knowledge article KB0151101: 
Hardware - External Monitor Setup and Display Issues

01/23/2026 05:17:03 - KHATTLYN SOUZA (Additional comments)
the monitors are not showing the one that was attached to the laptop 

01/23/2026 05:17:03 - KHATTLYN SOUZA (Work notes)
Incident created from Interaction IMS1408642",Used for services not defined in ServiceNow,Not a defined Service that can be monitored.,Hardware,PeripheralMalfunction,Monitor,,0.9,False,External monitor not turning on matches hardware peripheral malfunction for a monitor.,"['hardware', 'external monitor', 'not coming on']",Infrastructure,Monitor power/cable or connection issue preventing display output.
INC47978744,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Change / Reset MS Domain Password (Windows),2026-01-23 05:09:49,2026-01-23 05:51:45,Yes actually I'm trying to log in in my system but I'm not able to log in. I have tried multiple times it's showing incorrect password.,Reset password via secure after 3way call with skip manager,Yes actually I'm trying to log in in my system but I'm not able to log in. I have tried multiple times it's showing incorrect password.,Reset MS Domain Password,"01/23/2026 05:52:40 - DANIEL PAUL PERMIA (Work notes)
Call Summarization from IM:
^UUID: 01156E7QBOCDJF4U0RRHO2LAES079LFD^
Summary:
- Product/Features/Services: Password reset for laptop login issues
- Issue/Issues: Caller unable to log in due to incorrect password
- Troubleshooting: 
  - Verified caller's identity via last 4 digit of pancard+last 4 digit of machine name
  - Confirmed the use of Wi-Fi connection
  - Attempted to reset password using a different device
  - Instructed caller to unplug all devices and perform a power reset on the laptop
  - Checked network connection status and ensured it was connected
  - Initiated a three-way call with the caller's manager for password reset approval> manger is OOO>3way call with skip manager
  - Applied for an exemption to allow login using the password
-setup eSSO 
- Resolution: Password was successfully reset after manager approval, and caller was able to log in and set up Windows Hello credentials.

chat log ;
Hello Chandra, Praveen 
 
This is Dan from IT Service Desk. I'm reaching out on behalf of ZOYA SAMAN (001415118). This is regarding for password reset -INC47978744
 
In order for us to reset Zoya password we need you to verify and approve the the request  via 3 way call.
 
May I ask  for your phone number ?
 
Hi Praveen since we did not receive any response. We will move the ticket to cancel/withdrawn  for now. User might  call later and my colleague might connect with you for 3 way call approval.
 
Sure 
 
Im still in call with Zoya. Can i ask for your phone number so I can drag you in call 
 
My number is8088446502
 
Trying to call
 
Thank you
 

01/23/2026 05:28:09 - DANIEL PAUL PERMIA (Work notes)

Knowledge article KB0100015: 
Change / Reset MS Domain Password (Windows)

01/23/2026 05:09:49 - DANIEL PAUL PERMIA (Additional comments)
Yes actually I'm trying to log in in my system but I'm not able to log in. I have tried multiple times it's showing incorrect password.

01/23/2026 05:09:49 - DANIEL PAUL PERMIA (Work notes)
Incident created from Interaction IMS1408596",Used for services not defined in ServiceNow,Not a defined Service that can be monitored.,UserAccessAuthentication,IdentityAccess,Password Reset,Microsoft,0.95,False,Change/reset MS Domain Password is a password reset under identity access.,"['MS Domain', 'password reset', 'Windows']",User_Error,User forgot or needs to change MS domain password.
INC47978974,TSC HELP DESK - SPT,TSC HELP DESK - SPT,Adobe Acrobat - app missing,2026-01-23 05:39:18,2026-01-23 05:59:47,so this morning my my computer. Like did an upgrade or whatever. I don't think it really upgraded because it deleted my Adobe something with my Adobe. But now I can't copy off of my records like I did before so I don't think it. Was able to load maybe the new version it was trying to load. It just deleted what I had so.,Deployed Adobe Acrobat DC 24.003.20112 via ABT tool,so this morning my my computer. Like did an upgrade or whatever. I don't think it really upgraded because it deleted my Adobe something with my Adobe. But now I can't copy off of my records like I did before so I don't think it. Was able to load maybe the new version it was trying to load. It just deleted what I had so.,adobe acrobat app missing,"01/23/2026 06:29:22 - LEE ANN GARRISON (Additional comments)
Customer confirms resolution.

01/23/2026 06:01:34 - JASMIN LAZARO (Work notes)

Knowledge article KB0141406: 
 Adobe Acrobat - Installation issues via Appstore or Manual Install

01/23/2026 05:59:42 - JASMIN LAZARO (Work notes)
Call Summarization from IM:
^UUID: 01KTQ64KOGCE15VM3FFKI2LAES075O6P^
Summary:
- Product/Features/Services: Adobe Acrobat installation and troubleshooting
- Issue/Issues: Unable to copy and paste in Adobe Acrobat after upgrade
- Troubleshooting: 
  - Confirmed the caller's identity and phone number
  - Instructed the caller to open Bomgar for remote assistance
  - Checked the installation status of Adobe Acrobat on the caller's computer
  - Identified that only Adobe Reader was installed, not Adobe Acrobat
  - Noted that a pending installation of Adobe Acrobat was occurring
  - Explained the need for a restart to complete the installation
  - Deployed the stable version of Adobe Acrobat on the caller's computer
- Resolution: The agent deployed the stable version of Adobe Acrobat, and the caller was advised to wait for the installation to complete and restart the computer if prompted.

01/23/2026 05:58:12 - JASMIN LAZARO (Work notes)

Knowledge article KB0104581: 
Determine the Installed Version of Adobe Acrobat (Standard or Pro)

01/23/2026 05:39:18 - JASMIN LAZARO (Work notes)
Incident created from Interaction IMS1408676

01/23/2026 05:39:18 - JASMIN LAZARO (Additional comments)
so this morning my my computer. Like did an upgrade or whatever. I don't think it really upgraded because it deleted my Adobe something with my Adobe. But now I can't copy off of my records like I did before so I don't think it. Was able to load maybe the new version it was trying to load. It just deleted what I had so.","Adobe Creative Cloud Enterprise Applications. Adobe Sync process is used to grant access/licensing to users. Users added to global groups (Secure) and sync matches groups or products in the the Adobe Console. If the user leaves or no longer needs the software, they are removed from the global group and the Adobe Console.",,EndpointManagement,Patching_SoftwareDistribution,App Deployments,Adobe,0.8,False,Adobe Acrobat app missing indicates software deployment/installation issue on endpoint.,"['Adobe Acrobat', 'app missing', 'installation']",Configuration,Adobe Acrobat not deployed/installed to the endpoint via software distribution.
INC47979223,TSC HELP DESK - SPT,TSC HELP DESK - SPT,No Help Desk support needed: self-resolved,2026-01-23 06:05:36,2026-01-23 06:05:37,I cant' access my internet I need to restart 3 times my computer and reset,Closed by Caller,I cant' access my internet I need to restart 3 times my computer and reset,,,,,ProcessInformational,OperationalEvents,User Self-Resolved,,0.95,True,Ticket states self-resolved; no help desk support needed.,"['self-resolved', 'no help desk']",Unknown,Issue resolved by user without assistance.
INC47979143,TSC HELP DESK - SPT,TSC HELP DESK - SPT,nPRL - keeps saying 000,2026-01-23 06:00:32,2026-01-23 06:07:47,"I'm having an issue with an application that I use it's nPRL Well, every time I hit the uh button to reach to sign a record, it keeps saying 000","The web application was functioning correctly, Provided basic troubleshooting steps once the issue persist","I'm having an issue with an application that I use it's nPRL Well, every time I hit the uh button to reach to sign a record, it keeps saying 000",it keeps saying 000,"01/23/2026 06:07:47 - MIRACLE JOY CRUZ (Work notes)
Call Summarization from IM:
^UUID: 018AILKILGCE1E3J37FKI2LAES075EVA^
Summary:
- Product/Features/Services: nPRL application troubleshooting
- Issue/Issues: User experiencing consistent error messages (000) in the nPRL application
- Troubleshooting: 
 - IVR Verified 
- Bomgar > connected
  - Observed the error occurring multiple times in the application
- user relaunch the nPRL > working
  - Provided basic troubleshooting steps: 
    - Instructed user to delete browsing data
    - Advised user to select ""all time"" for deletion
    - Guided user to reset settings to original defaults
- Resolution: The web application was functioning correctly, Provided basic troubleshooting steps once the issue persist

01/23/2026 06:06:08 - MIRACLE JOY CRUZ (Work notes)

Knowledge article KB0149002: 
Undefined Product - Unknown Support Structure

01/23/2026 06:00:32 - MIRACLE JOY CRUZ (Work notes)
Incident created from Interaction IMS1408686

01/23/2026 06:00:32 - MIRACLE JOY CRUZ (Additional comments)
I'm having an issue with an application that I use it's npro Well, every time I hit the uh button to reach to sign a record, it keeps saying 000",Used for services not defined in ServiceNow,Not a defined Service that can be monitored.,Network,ConnectivityIssues,Signal Strength,,0.6,False,"""nPRL"" likely refers to mobile network PRL/roaming; ""keeps saying 000"" suggests no signal/indicator, fitting a connectivity signal strength issue.","['nPRL', '000', 'mobile', 'signal']",Third_Party,Cellular carrier PRL/roaming configuration issue leading to no signal (displaying 000).
INC47979018,TSC HELP DESK - SPT,TSC HELP DESK - SPT,Cannot Connect to VPN or Internet / Network (Cisco) on Windows/Comcast/Wired/Company/Personal,2026-01-23 05:45:42,2026-01-23 06:08:04,My Internet is not on today.,Direct users to Internet Service Provider (ISP) Support,My Internet is not on today.,no internet,"01/23/2026 06:08:17 - JHONRESE CRISTIAN AUSTRIA (Work notes)
Call Summarization from IM:
^UUID: 00LPC0NVOKCDJ4F90BRHO2LAES079LA9^
Summary:
- Product/Features/Services: Xfinity Internet service troubleshooting
- Issue/Issues: Internet connectivity issues with Xfinity service
- Troubleshooting: 
  - Verified the caller's identity and contact information
  - Asked about the Internet provider and any notifications of outages
  - Instructed the caller to unplug and turn off the modem and laptop
  - Advised to hold the power button on the laptop for 10 seconds
  - Checked for any outages with Comcast Xfinity
  - Suggested the caller to check their home Internet status
  - Informed the caller to reach out to Comcast for further assistance
- Resolution: The issue appears to be an outage with Comcast Xfinity; the caller was advised to contact them directly for updates while a ticket was opened on the support end.

01/23/2026 06:08:04 - JHONRESE CRISTIAN AUSTRIA (Work notes)
User IVR verified 
Power cycled laptop and network 
Direct users to Internet Service Provider (ISP) Support


01/23/2026 05:46:37 - JHONRESE CRISTIAN AUSTRIA (Work notes)

Knowledge article KB0109070: 
Cannot Connect to VPN or Internet / Network (Cisco) on Windows

01/23/2026 05:45:42 - JHONRESE CRISTIAN AUSTRIA (Additional comments)
My Internet is not on today.

01/23/2026 05:45:42 - JHONRESE CRISTIAN AUSTRIA (Work notes)
Incident created from Interaction IMS1408693",VPN software for establishing VPN connectivity for remote users to the UHG network.,,Network,VPN_RemoteAccess,Cisco Secure,Cisco,0.78,False,Explicitly mentions VPN and Cisco on Windows with Comcast wired; aligns to VPN remote access using Cisco client.,"['VPN', 'Cisco', 'Windows', 'Comcast', 'Wired']",Infrastructure,"Comcast wired ISP connectivity likely degraded/outage, preventing internet access and VPN connection."
INC47978672,OGS_IT_ServiceDesk Self-Service,OGS_IT_SERVICEDESK SELF-SERVICE,Imaging (PHS) - Unable to Login,2026-01-23 04:58:09,2026-01-23 06:12:58,While launching Claim workflow Imaging application it requires Admin id & password for installation,Configure Imaging (WorkFlow) for production access,While launching Claim workflow Imaging application it requires Admin id & password for installation,,"01/23/2026 06:12:58 - SUNAINA MAHAJAN (Work notes)
>>Connected with user on teams chat
>>Took bomgar
>>Configure Imaging (WorkFlow) for production access
>>User agreed issue resolved

01/23/2026 06:12:58 - SUNAINA MAHAJAN (Additional comments)
__________________________________________________________________________

**Please DO NOT reply to this email, responses will not be received**
See the information below on how to update your Incident Record
___________________________________________________________________________

Hello PITCHAIRAJ SUBRAMANIAN,

We appreciate your contact to IT ServiceDesk. We are putting the ticket (INC47978672 - While launching Claim workflow Imaging application it requires Admin id & password for installation) on Pending Closure status and will remain on the same state for next 5 business days since you acknowledged that the issue is now resolved.

Please confirm resolution by Closing the incident in the email and we would love to hear your favorable feedback by answering the CSAT survey afterwards.

For reopen, how-to guides, and DIY guides may all be available at The Help Centre (http://helpdesk.uhg.com).

Thanks,
IT Service Desk",Image (Workflow) is the same application as FileNet (PHS). IMAGING WorkFlow supports NICE claims processing. It is used by claims transaction across the globe. IMAGING WorkFlow is a repository that provides workflow for claims processing for legacy PHS claims systems (NICE).,"01/26/2012
UCC approves instrumentation at its current level ¿ Abram Zart
SLO approves instrumentation at its current level ¿ Lee Nichols",UserAccessAuthentication,IdentityAccess,Other,,0.7,False,"""Unable to Login"" indicates an authentication/access issue; specific cause (lockout/MFA/credentials) not given.","['Imaging', 'PHS', 'Unable to Login']",Security,"Authentication failure to Imaging (PHS) application (e.g., account lockout or incorrect credentials)."
INC47978267,OGS_IT_ServiceDesk Self-Service,OGS_IT_SERVICEDESK SELF-SERVICE,AppStore - Unable to find issue for AppStore,2026-01-23 03:55:56,2026-01-23 06:14:58,"while attempting to access imaging applications within Claims workflow, The system is requesting for admin user name and password.",RCA for admin creds - issue resolved,"while attempting to access imaging applications within Claims workflow, The system is requesting for admin user name and password.",Requires Admin user and password for installer,"01/23/2026 06:14:58 - UMAKANTH MAHINDRAKAR (Additional comments)
__________________________________________________________________________

**Please DO NOT reply to this email, responses will not be received**
See the information below on how to update your Incident Record
___________________________________________________________________________

Hello NANDHINI SEENU,

We appreciate your contact to IT ServiceDesk. We are putting the ticket (INC47978267- while attempting to access imaging applications within Claims workflow, The system is requesting for admin user name and password.) on Pending Closure status and will remain on the same state for next 5 business days since you acknowledged that the issue is now resolved.

Please confirm resolution by Closing the incident in the email and we would love to hear your favorable feedback by answering the CSAT survey afterwards.

For reopen, how-to guides, and DIY guides may all be available at The Help Centre (http://helpdesk.uhg.com).

Thanks,
IT Service Desk

01/23/2026 06:14:58 - UMAKANTH MAHINDRAKAR (Work notes)
User provided required details
Provided disclaimer for Bomgar session

RCA for admin creds for app installation
User confirmed app is installed and issue is resolved
Moving to Pending Closure

01/23/2026 06:13:29 - UMAKANTH MAHINDRAKAR (Work notes)

Knowledge article KB0139475: 
AppStore - Unable to find issue for AppStore

01/23/2026 05:05:07 - UMAKANTH MAHINDRAKAR (Additional comments)
__________________________________________________________________________

**Please DO NOT reply to this email, responses will not be received**
See the information below on how to update your Incident Record
____________________________________________________________________________

Hello NANDHINI SEENU,

Additional information is needed to process your ticket.

Please review and provide the necessary information so we could assist you in processing your ticket.

** Contact Number: Please update the contact number at alternate contact field(""MANDATORY"").

1.Product – Provide the name of the application, system or website affected.
>
2.Error/Symptoms - Provide the exact error message or symptom and attach the error screenshot if available (excluding the PII i.e., Personal Identifiable Information).
>
3.Website URL – Provide the website
>
4.Re-created steps - What steps leading to the error or symptom?
>

NOTE: As per process, this ticket is waiting for client (user) response as it is in Waiting Client state in the next 1 business day.

To ensure that your issue should be handled properly, then you can re-open your ticket within the next 5 business days by visiting following link and update your ticket providing the accurate information that is requested above, clicking Not Resolved.

Link- https://optum.service-now.com/itss2?id=itss2_get_help.

If you are no longer experiencing this issue, either you can close your ticket from your end by changing the state or your ticket will get closed after 5 business days automatically.

For high impact and multiple users’ issue, please contact the IT Service Desk via telephone.

Tip: Many how-to and do-it-yourself instructions can be found at The Help Center (http://helpdesk.uhg.com/).

Thank you,
IT Service Desk

01/23/2026 05:05:07 - UMAKANTH MAHINDRAKAR (Work notes)
Connected with user via teams
Sent an email requesting for more info 
Moving to Waiting Client","The AppStore will reduce total deployment management costs by enabling a self-service delivery model for desktop applications via web based portal design that automates the application approval, procurement, and ISRM delivery workflow.",,ProcessInformational,OperationalEvents,Informational Ticket,,0.7,False,"Ticket states difficulty identifying an AppStore issue, appears informational/administrative rather than a technical incident.","['AppStore', 'Unable to find issue']",User_Error,User could not locate the correct issue category for AppStore; informational submission.
INC47979325,TSC HELP DESK - SPT,TSC HELP DESK - SPT,No Help Desk support needed: self-resolved,2026-01-23 06:16:02,2026-01-23 06:16:03,"Unable to access detects website, service unavailable.",Closed by Caller,"Unable to access detects website, service unavailable.",,,,,ProcessInformational,OperationalEvents,User Self-Resolved,,0.95,True,Explicitly states no help desk support needed and self-resolved.,['self-resolved'],Unknown,Issue resolved by user; no details provided.
INC47979392,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,M365 Intune (Mobile) - Access and Setup for Personal Mobile Devices,2026-01-23 06:20:56,2026-01-23 06:22:45,Uh so uh the issue is my outlook and uh Microsoft Office teams was working fine in my mobile phone but as of yesterday it is showing my device is non compliant. So how can I add my office outlook campaigns in my mobile back?,Advise user to use correct UPN and relogin,Uh so uh the issue is my outlook and uh Microsoft Office teams was working fine in my mobile phone but as of yesterday it is showing my device is non compliant. So how can I add my office outlook campaigns in my mobile back?,Access and Setup for Personal Mobile Devices,"01/23/2026 06:29:21 - CLARA JAMES (Additional comments)
Customer confirms resolution.

01/23/2026 06:22:45 - DANIEL PAUL PERMIA (Work notes)
Call Summarization from IM:
^UUID: 01QQELNTNGCDJFTPTFOHO2LAES07HR4F^
Summary:
- Product/Features/Services: Outlook and Microsoft Teams on mobile device
- Issue/Issues: Device showing non-compliance for Outlook and Teams
- Troubleshooting: 
  - Verified caller via last 4 digit of pancard+last 4 digit of machine namea
  - Confirmed Android version of the mobile device
  - Checked for the installation of the Intune company portal
  - Advised caller to uninstall and reinstall Microsoft Teams
  - Guided caller to use the correct email ID for Outlook
  - Confirmed successful access to Office applications
- Resolution: The issue was resolved by reinstalling Microsoft Teams and using the correct email ID for Outlook, allowing the caller to access their applications again.

01/23/2026 06:21:57 - DANIEL PAUL PERMIA (Work notes)

Knowledge article KB0146212: 
M365 Intune (Mobile) - Access and Setup for Personal Mobile Devices

01/23/2026 06:20:56 - DANIEL PAUL PERMIA (Additional comments)
Uh so uh the issue is my outlook and uh Microsoft Office teams was working fine in my mobile phone but as of yesterday it is showing my device is non compliant. So how can I add my office outlook campaigns in my mobile back?

01/23/2026 06:20:56 - DANIEL PAUL PERMIA (Work notes)
Incident created from Interaction IMS1408725",Intune connects to messaging and collaboration software - Microsoft Exchange on enterprise networks to redirect emails and synchronize [Personal information manager-PIM]] information between desktop and mobile phone.,"05/11/23 mwils26
VBF - Microsoft Intune
FDI - Splunk
Base - Yes (TIG stack - Telegraf agent, influx database, Grafana dashboards)

10/07/22 mwils26
A Priority Change: New Monitoring Instrumentation task is open for this application.  
RITM2809750",EndpointManagement,Enrollment_Compliance,MDM/Intune,Microsoft,0.85,False,M365 Intune mobile access/setup maps to Intune MDM enrollment and configuration.,"['M365', 'Intune', 'Mobile', 'Personal']",Configuration,Assistance needed to enroll and configure personal mobile device in Intune per company policies.
INC47979337,TSC HELP DESK - SPT,TSC HELP DESK - SPT,M&A (Mergers and Acquisitions) - tablet unable to connect to internet,2026-01-23 06:16:37,2026-01-23 06:23:02,my tablet is not able to connect to internet,issue resolved no ts,my tablet is not able to connect to internet,tablet unable to connect to internet,"01/23/2026 06:22:30 - IVAN ISAIAH NIDO (Work notes)
user ivr verified 
issue resolved no ts
end of call 

01/23/2026 06:17:39 - IVAN ISAIAH NIDO (Work notes)

Knowledge article KB0154062: 
Information and Support for Automate Prohealth-CT

01/23/2026 06:16:37 - IVAN ISAIAH NIDO (Additional comments)
my tablet is not able to connect to internet 

01/23/2026 06:16:37 - IVAN ISAIAH NIDO (Work notes)
Incident created from Interaction IMS1408766",Used for services not defined in ServiceNow,Not a defined Service that can be monitored.,Network,ConnectivityIssues,LOA/M&A Network Issues,,0.9,False,"Explicitly tied to M&A context and tablet cannot connect to internet, matching LOA/M&A network issues.","['M&A', 'tablet', 'internet']",Infrastructure,Network provisioning/enablement during M&A causing connectivity issues on the tablet.
